matrix
56;40;5;99;67;6;78;97;72;34;22;25;86;22;94;86;76;100;98;35;33;37;51;8;53;62;93;4;51;67;41;39;21;89;25;59;83;58;48;95;84;6;40;74;37;84;61;78;28;74;40;54;48;45;3;76;61;24;71;21;98;78;71;38;41;34;51;28;43;11;16;14;69;48;46;97;22;77;84;36;74;79;23;30;6;49;81;49;73;23;83;32;99;47;41;11;8;86;5;89;19;8;83;86;91;23;75;47;13;5;35;70;79;88;55;70;73;45;58;39;43;100;31;29;6;55;80;35;86;13;41;10;34;66;24;7;54;20;59;54;38;15;99;55;7;100;68;34;68;70;14;25;85;87;74;53;86;86;27;18;74;76;74;71;70;72;28;74;93;14;55;67;72;64;36;99;58;36;59;94;62;36;7;21;59;7;4;58;29;95;98;69;9;23;12;4;89;95;57;45;85;42;50;19;85;79;84;42;72;7;15;6;12;26;11;70;23;8;38;53;9;50;22;58;63;29;60;57;8;2;57;50;6;27;60;88;59;29;61;24;89;82;57;43;30;33;41;48;8;27;55;23;55;25;38;27;12;23;49;91;35;43;52;47;72;22;62;3;67;58;98;49;52;21;27;55;80;20;58;31;77;92;95;6;83;97;98;78;36;97;8;52;89;99;4;62;31;31;59;77;1;81;100;21;42;7;3;47;45;96;68;60;67;22;27;20;61;89;99;49;83;25;87;65;52;100;95;49;38;53;19;69;5;58;53;44;43;49;85;4;98;9;89;41;50;26;14;68;9;94;80;75;4;14;73;43;86;46;80;2;50;40;67;86;42;86;19;50;75;10;72;92;60;10;17;79;33;4;48;97;34;15;61;24;20;22;43;40;72;12;28;72;28;41;94;90;65;5;42;76;93;47;20;61;9;63;23;46;62;47;82;77;33;62;75;28;91;34;3;66;18;47;50;15;98;24;16;84;78;94;40;52;59;71;17;9;73;69;27;47;51;3;31;87;18;83;92;86;45;25;51;75;76;39;70;51;28;49;14;60;37;6;11;80;67;87;11;86;38;72;25;48;85;77;71;91;57;71;71;32;77;60;54;9;57;51;25;96;56;98;91;22;54;36;31;54;18;23;79;50
38;55;58;87;84;65;38;69;1;54;5;61;57;94;65;87;58;87;93;70;52;82;83;58;56;85;86;72;80;62;25;83;63;75;45;62;40;86;65;81;60;7;8;38;55;8;38;77;28;92;100;89;25;63;54;36;97;29;10;96;92;12;47;80;55;64;18;39;45;85;47;39;92;7;67;53;44;73;84;66;1;18;18;69;87;65;29;8;43;51;47;88;96;43;39;49;74;61;18;85;62;29;37;3;10;42;78;71;100;82;48;88;65;56;26;22;22;2;91;10;51;40;15;7;70;72;24;82;6;10;99;27;60;11;53;81;14;2;90;16;38;23;29;94;66;75;16;65;46;75;25;22;65;59;84;44;63;86;87;87;50;100;28;99;75;11;74;98;56;26;22;13;76;3;59;16;94;79;60;40;46;15;1;13;12;49;97;93;59;51;3;88;61;91;78;92;79;4;69;92;7;52;75;88;96;54;98;66;66;50;75;28;15;3;93;93;78;85;79;9;77;31;48;57;48;50;7;70;48;86;44;52;61;65;27;94;23;70;67;45;18;43;20;38;81;86;33;95;93;56;61;48;79;11;54;82;71;86;46;57;29;11;90;51;96;52;68;24;49;29;45;63;2;20;67;44;40;26;79;32;82;53;23;98;23;3;18;68;78;14;40;13;35;24;67;7;77;77;2;29;38;3;13;13;26;50;33;24;28;47;53;94;53;77;89;47;6;70;99;65;68;59;11;62;54;28;28;58;87;46;3;28;85;89;5;76;17;44;13;17;12;66;71;63;65;36;28;48;96;73;81;42;98;17;62;61;42;80;16;87;100;1;1;43;96;38;23;42;89;19;79;63;34;51;43;62;36;45;19;51;29;91;45;84;73;59;34;32;87;67;43;25;6;62;95;25;5;95;95;20;76;98;16;65;4;33;43;98;64;25;55;41;13;97;98;57;87;29;21;28;21;59;9;26;14;22;34;54;57;28;43;67;62;82;54;29;35;97;70;97;38;75;70;67;87;22;12;75;52;80;90;38;39;56;15;85;24;81;41;49;28;60;17;58;57;42;100;58;42;86;21;30;66;96;14;11;68;83;52;68;2;72;53;80;42;47;52;18;52;78;88;56;65;40;97;44;20;59;39;20
79;1;51;21;72;99;79;55;36;28;9;18;55;4;35;71;70;12;41;85;2;61;23;90;54;75;89;99;94;21;1;15;68;33;12;70;71;37;35;77;11;88;39;52;53;85;7;64;95;18;97;66;29;88;71;64;49;62;95;42;80;19;29;11;34;32;84;33;97;2;96;23;49;23;23;14;18;95;81;74;28;94;96;89;10;16;39;88;71;52;78;41;30;90;7;40;73;67;8;78;36;25;26;3;41;51;40;32;98;57;50;48;83;23;46;94;41;20;8;39;84;26;31;48;84;77;36;99;17;36;19;21;93;46;27;63;16;41;26;13;91;67;84;68;42;82;12;77;74;42;73;61;47;52;5;62;65;29;91;18;66;95;82;63;27;15;49;78;38;28;17;84;16;94;34;13;94;3;21;43;41;98;38;63;30;89;48;34;19;69;93;26;59;51;55;18;52;17;55;20;75;62;42;82;76;82;89;95;59;41;66;14;33;81;87;51;67;86;36;25;44;62;40;20;37;9;93;51;66;83;82;65;99;91;88;64;96;50;91;90;96;76;93;31;60;23;49;98;31;50;6;52;57;79;10;22;12;92;41;43;55;47;17;85;17;84;8;2;56;23;87;10;71;14;52;15;48;63;31;9;66;46;89;75;30;33;59;30;96;17;13;88;89;85;52;84;7;33;80;16;84;64;6;95;14;80;15;68;46;82;17;91;16;61;14;6;86;76;85;30;9;92;12;32;60;50;31;66;15;21;14;74;99;50;87;21;94;65;84;44;22;99;36;43;96;76;67;74;71;35;34;84;34;80;70;33;82;98;3;67;58;56;10;29;70;61;46;60;83;38;89;42;63;11;30;71;60;27;98;85;79;11;30;79;65;70;47;1;50;92;67;23;23;72;66;47;90;48;79;85;89;6;89;13;46;85;18;74;94;73;87;1;63;11;39;71;60;5;68;95;15;8;63;67;68;55;40;46;33;75;95;66;23;55;37;91;64;98;29;52;91;98;4;92;91;84;7;79;16;89;49;55;82;24;12;65;51;85;20;56;95;43;9;8;35;33;48;23;31;66;41;72;11;11;51;84;87;54;93;57;65;16;68;69;75;94;77;83;1;99;84;91;62;64;85;80;7;82;30;73
11;12;5;64;85;44;56;79;26;16;98;24;42;4;99;77;69;10;34;51;18;24;46;82;100;85;32;16;28;95;20;21;62;69;22;60;15;53;77;35;5;6;68;64;88;57;9;30;30;77;4;67;38;14;42;73;35;67;69;50;53;58;52;27;22;40;31;54;3;16;64;87;41;37;98;62;80;44;63;35;72;66;86;57;33;6;2;91;73;38;92;80;80;51;53;35;85;6;56;75;58;40;32;19;100;93;53;96;92;53;83;41;100;98;56;51;10;70;56;14;10;5;78;40;35;6;76;73;29;86;29;51;56;19;90;67;38;1;19;15;76;95;92;49;70;93;71;8;51;94;59;33;96;80;14;93;88;81;39;49;87;73;27;6;76;69;37;79;33;26;19;67;82;11;99;75;90;50;94;88;66;25;96;24;66;84;32;35;73;27;21;19;78;2;73;1;36;35;41;23;43;75;25;33;32;24;50;19;24;6;73;14;44;36;41;43;39;77;40;26;62;50;26;60;76;14;67;58;54;49;58;11;17;97;86;19;52;23;12;62;19;72;29;76;36;87;5;94;92;26;63;30;69;79;23;22;71;25;54;34;55;2;77;43;91;12;29;7;32;47;53;98;44;69;96;33;36;65;53;2;85;8;64;71;68;1;75;47;76;58;57;86;95;75;13;95;85;83;26;35;40;65;98;9;55;89;21;69;2;10;15;33;34;70;56;9;45;96;70;53;23;10;44;33;6;72;11;63;39;79;62;81;42;32;2;21;60;99;25;9;99;60;82;76;2;37;26;68;50;66;97;10;96;16;28;94;83;56;5;24;80;43;28;51;41;29;81;12;87;7;14;67;27;36;74;32;14;5;10;36;72;69;67;68;98;57;68;91;32;47;65;4;58;92;100;19;44;28;80;41;83;62;31;32;90;21;36;83;75;45;52;5;2;89;88;29;23;85;64;39;55;54;51;13;3;85;63;56;28;56;70;47;50;20;36;52;27;52;79;31;79;1;9;96;70;67;33;40;13;22;97;22;61;45;85;5;4;55;44;98;73;2;51;24;74;8;98;80;16;28;3;54;70;94;84;27;6;67;29;1;1;39;93;56;93;79;53;22;64;5;83;49;95;73;87;75;64;99;32;94
67;67;77;54;18;16;21;84;11;12;36;92;67;74;23;57;69;37;99;51;13;16;68;45;77;70;99;56;11;69;30;44;97;81;56;41;73;66;81;53;89;46;10;41;18;44;100;69;3;58;29;63;29;44;96;86;13;53;74;71;97;69;29;40;94;3;64;45;9;21;63;84;48;7;100;28;76;68;86;40;85;7;13;80;9;80;6;4;93;69;25;72;88;59;12;32;9;93;18;9;52;93;51;59;32;88;81;13;83;43;16;82;37;3;46;1;9;29;55;67;78;22;91;95;5;72;71;63;4;66;24;61;10;5;70;28;20;8;26;72;36;4;74;71;51;91;89;78;65;30;37;71;99;45;76;24;52;80;79;72;73;63;25;41;21;85;55;2;29;41;2;65;19;64;21;83;93;39;25;79;36;68;30;81;94;90;76;92;89;30;19;41;81;47;86;9;100;38;22;97;79;19;69;64;31;39;96;27;94;74;70;84;68;66;90;23;65;100;84;81;96;79;19;73;96;7;69;37;18;8;99;88;26;31;51;94;66;20;16;77;25;13;32;93;23;89;80;94;90;12;55;88;36;86;83;12;90;19;29;49;68;46;23;89;98;61;65;93;62;39;75;7;59;27;48;18;22;40;44;87;75;86;1;94;30;88;32;94;34;54;86;13;94;9;9;75;54;8;58;15;16;37;47;19;4;49;85;55;33;100;38;28;37;1;35;93;82;96;93;91;41;4;53;54;92;64;22;55;95;37;2;30;8;94;84;55;72;34;36;17;83;89;62;43;59;33;92;31;52;59;7;75;59;86;69;70;13;84;97;3;89;99;34;24;42;29;48;81;78;59;19;62;14;30;61;87;63;79;40;34;16;69;25;14;4;76;71;14;30;17;86;92;76;3;49;99;38;39;13;3;75;63;56;67;56;60;59;15;71;27;40;12;37;89;11;45;28;69;21;23;64;82;85;94;96;16;7;37;35;92;98;52;20;71;55;25;94;86;54;53;8;88;47;88;36;60;5;98;91;90;13;7;93;75;99;49;28;95;60;5;30;95;68;96;67;35;54;6;64;57;28;52;74;67;77;38;49;61;96;42;48;51;99;4;45;65;83;58;54;24;89;51;35;100;98;35;44;62;23;72
90;29;4;32;65;55;11;81;100;13;47;10;32;55;93;56;38;28;29;91;56;70;6;39;86;64;40;65;85;85;90;90;79;65;51;13;52;37;87;59;65;7;66;64;7;62;73;97;74;47;82;50;23;65;45;81;67;19;94;18;56;59;45;15;29;1;16;43;41;20;8;23;8;16;42;34;77;25;42;70;43;47;93;33;47;31;72;5;53;68;69;90;95;65;6;53;54;82;91;74;74;37;35;45;80;12;74;82;46;52;1;3;87;92;58;10;51;41;50;23;37;92;52;41;40;39;20;19;91;28;44;22;28;44;94;10;14;78;70;70;89;74;9;40;66;89;90;76;37;98;31;59;31;42;12;99;35;44;96;17;95;62;92;100;87;52;4;16;70;39;87;25;51;84;22;4;66;14;72;63;67;60;100;25;3;47;55;24;30;96;69;95;8;53;94;22;34;66;45;48;56;90;23;71;16;93;89;6;86;56;4;66;14;43;68;41;37;7;8;41;71;40;3;85;24;40;86;65;59;13;26;70;99;4;93;100;100;6;56;99;13;43;30;47;50;20;8;52;4;29;100;40;80;8;90;3;92;4;53;78;52;46;18;67;17;24;82;35;91;87;97;92;24;74;3;69;50;55;86;8;34;97;81;79;11;91;19;45;80;33;86;67;74;72;85;29;44;39;60;66;12;19;12;5;79;26;58;56;28;67;100;51;1;1;70;76;25;2;37;24;8;22;25;10;21;92;88;74;69;40;38;81;93;46;64;42;26;14;72;100;98;69;42;31;38;2;3;57;81;80;88;34;52;8;87;13;96;62;14;60;68;96;41;34;96;1;9;55;32;27;100;93;13;96;26;86;96;7;60;4;49;54;77;20;3;34;67;54;69;97;79;33;32;79;3;10;22;76;35;13;50;97;42;92;29;41;34;66;81;58;66;7;27;44;71;7;43;16;69;36;78;33;96;15;79;72;38;93;39;18;55;66;89;27;78;51;38;19;10;73;83;75;89;81;88;93;31;69;6;48;14;30;68;68;100;84;75;64;38;3;90;68;44;80;75;29;65;59;31;7;88;54;47;51;43;42;40;1;43;32;77;28;29;42;51;51;27;95;41;50;38;57;48;54;38;69;84;88;38;37
9;69;66;41;69;17;54;74;95;62;29;66;95;92;22;7;11;97;74;56;17;35;54;65;30;94;70;67;22;32;41;35;41;92;71;82;33;83;57;25;33;89;64;97;90;25;45;61;99;35;28;19;31;62;42;13;14;3;31;17;3;92;35;39;29;88;56;4;11;62;69;75;37;89;25;60;72;43;63;72;73;60;41;24;62;16;11;11;88;79;9;14;37;45;55;99;13;63;4;90;90;77;49;36;96;91;79;6;6;77;15;72;23;18;61;55;12;25;72;41;74;15;88;72;46;3;81;33;39;75;91;29;15;21;1;20;34;50;54;41;12;59;90;94;46;49;61;16;63;84;53;10;30;26;45;82;10;57;6;20;17;76;57;34;82;33;73;71;11;44;11;48;30;67;19;68;6;83;44;23;92;69;26;97;86;21;83;88;63;67;1;7;68;7;67;61;39;23;62;65;55;73;69;59;15;83;42;59;70;5;75;8;90;93;8;44;72;95;39;78;88;38;78;76;76;67;16;86;58;7;39;11;1;67;40;58;49;31;83;27;80;30;76;56;3;80;94;58;89;37;72;28;24;14;2;70;97;81;28;98;58;78;20;15;19;3;100;41;94;8;7;69;6;87;5;61;61;22;89;15;8;90;6;26;60;46;39;69;59;61;20;3;17;68;34;51;79;59;22;24;3;53;25;43;61;75;74;72;54;21;44;51;39;59;93;77;44;59;76;13;89;10;71;22;29;48;56;57;58;99;37;68;12;11;89;11;93;72;93;18;16;56;87;6;56;36;78;67;4;52;38;78;21;25;89;24;75;35;34;39;35;11;37;83;12;2;4;96;18;86;36;10;39;9;94;16;8;4;68;33;91;98;67;40;89;57;75;96;91;80;1;31;28;74;79;98;49;17;45;21;23;14;67;39;37;73;82;85;79;72;68;60;10;44;78;3;98;83;92;5;96;80;28;3;51;56;78;22;17;93;68;44;65;80;12;51;41;11;14;14;89;35;4;14;18;80;99;76;91;34;32;69;67;34;3;58;61;18;79;13;1;37;41;20;72;59;29;1;98;95;67;37;25;86;38;12;57;63;39;61;78;3;16;19;65;87;23;92;50;12;52;45;5;30;45;1;72;24;1;64
81;7;91;19;17;68;21;19;23;99;49;95;9;38;91;3;68;23;94;41;46;45;35;40;17;64;3;75;65;98;41;30;82;64;52;61;59;54;38;50;2;96;25;15;33;42;65;20;44;29;75;69;45;82;55;72;80;98;52;26;87;34;88;70;9;97;26;25;84;68;28;64;60;37;8;87;38;80;10;48;15;5;91;4;82;14;69;60;92;4;3;6;9;72;10;4;93;4;99;9;28;97;31;11;23;15;85;81;16;3;59;82;19;25;56;78;94;86;96;8;67;95;48;31;8;11;35;68;83;97;5;39;62;82;12;50;97;26;52;28;26;56;39;67;50;31;57;51;89;69;48;67;74;55;91;49;96;39;92;14;51;89;20;13;64;90;98;25;10;76;86;91;98;74;3;61;54;43;26;51;75;92;34;39;100;75;13;76;89;37;96;79;17;40;98;90;8;42;45;92;80;44;6;4;66;14;70;41;96;90;8;70;68;39;56;7;91;56;41;92;2;9;96;41;93;77;73;94;47;21;1;95;42;84;44;94;67;59;16;63;63;39;90;1;83;85;13;3;73;5;80;42;93;14;66;1;39;41;24;17;29;96;15;90;83;89;45;57;5;82;81;67;61;31;9;66;74;99;62;75;59;3;8;36;84;73;12;7;38;75;72;83;42;30;58;49;76;94;95;21;92;47;34;10;80;82;39;91;27;68;93;88;53;70;23;20;4;25;98;56;91;100;52;48;45;8;31;60;85;8;29;46;39;73;70;62;1;47;6;94;71;77;85;84;7;37;97;100;85;39;51;26;22;8;76;32;32;42;65;27;90;46;56;88;95;41;45;9;20;91;77;33;1;61;82;28;65;4;44;22;91;71;23;11;71;66;100;91;65;95;80;3;90;65;66;75;80;50;80;53;57;17;33;26;15;17;57;97;50;17;94;57;61;68;66;22;66;82;29;41;45;28;32;22;74;28;26;27;14;29;86;48;15;70;97;59;15;64;9;13;12;25;18;76;68;35;24;18;54;37;6;70;43;20;2;34;83;73;48;69;57;25;7;25;88;69;5;83;6;47;98;89;49;87;37;21;89;99;2;73;5;55;60;62;65;44;29;73;7;45;89;87;36;15;44;100;82;39;6;14
96;98;49;14;50;1;46;95;69;48;100;46;5;31;89;98;53;31;17;53;94;30;84;34;17;95;63;4;98;16;55;36;97;76;77;27;18;7;17;66;27;92;48;73;27;2;11;28;88;98;99;72;46;20;13;99;66;88;23;87;52;3;24;29;89;98;62;15;83;50;3;38;46;97;68;78;98;12;50;98;18;93;65;76;45;82;33;96;20;39;9;76;47;17;61;41;55;67;45;52;55;86;34;43;49;55;79;97;100;80;44;22;63;15;74;28;1;57;15;79;23;51;7;83;41;13;27;84;52;48;25;57;35;74;20;49;61;47;94;18;31;30;75;14;11;88;3;4;4;60;71;94;14;53;60;36;8;20;25;2;68;29;2;30;7;82;81;88;46;13;19;73;44;95;38;81;53;30;34;32;98;80;94;91;10;60;37;44;13;73;72;7;63;21;65;91;43;56;80;24;68;16;93;50;47;83;2;2;86;46;70;51;85;45;55;17;28;81;40;65;4;17;26;7;69;56;100;3;2;41;93;22;63;9;77;45;64;73;18;87;75;3;12;23;80;26;2;52;18;83;31;40;53;4;29;79;17;63;90;21;30;64;40;40;66;3;65;42;75;22;82;75;53;19;87;20;90;68;96;8;73;55;98;93;11;89;65;29;44;26;76;38;89;87;90;11;54;67;76;38;11;89;31;74;91;6;19;96;40;86;40;61;48;45;59;97;23;40;93;31;90;16;28;35;100;50;18;60;71;60;26;47;25;11;83;56;32;33;60;24;6;73;18;55;45;88;60;70;17;62;21;55;63;98;13;76;31;30;80;78;97;63;24;31;21;31;69;93;51;28;55;24;52;28;90;98;90;81;77;18;41;3;33;75;43;95;55;37;41;15;9;92;16;51;9;32;59;66;26;89;97;74;11;64;97;60;97;98;56;7;40;59;31;50;93;57;78;52;11;15;8;64;16;24;15;21;13;48;83;8;76;12;18;44;32;65;11;12;54;95;47;79;51;27;7;64;42;7;51;37;64;48;26;78;57;33;52;29;97;18;56;88;14;99;70;37;47;25;84;73;57;29;71;61;34;41;76;13;32;24;87;13;58;98;48;64;69;2;85;18;84;1;31;11;48;48;40;42;15;94
25;7;47;37;39;43;39;65;67;8;25;8;10;28;66;71;10;39;94;25;11;93;22;71;44;24;31;60;58;38;88;70;65;13;43;21;100;76;16;46;60;97;99;59;48;92;87;57;36;91;27;17;29;45;59;83;19;48;62;68;50;30;51;35;86;36;6;18;38;30;8;50;55;5;73;41;96;2;85;26;65;83;33;98;77;59;68;9;100;42;81;34;49;10;43;84;26;59;78;97;73;34;52;56;40;96;80;18;92;17;17;68;31;51;94;84;25;43;16;37;51;75;77;56;59;97;4;96;39;39;45;25;97;75;47;92;54;41;26;86;70;47;34;18;12;76;69;95;50;96;100;3;19;23;49;29;51;31;99;65;35;7;38;65;70;30;53;2;22;89;70;5;39;64;16;96;81;42;26;43;96;38;11;91;77;1;73;80;35;81;55;2;75;36;66;19;87;66;58;46;60;55;41;71;75;29;4;34;89;72;82;45;47;18;1;69;13;65;38;3;21;35;28;99;74;38;16;50;85;76;47;65;32;36;85;76;58;61;100;84;50;3;60;79;19;72;50;54;3;49;11;57;90;9;34;96;70;100;52;18;96;76;63;17;58;100;89;13;71;70;39;78;54;38;69;58;99;95;3;44;42;86;100;66;62;37;86;49;81;83;87;54;64;69;46;75;9;86;89;36;67;53;74;28;50;94;19;95;48;4;95;52;48;59;65;22;56;50;55;66;16;86;72;52;29;55;65;96;79;42;30;39;2;37;31;2;42;59;8;64;26;75;90;11;87;86;39;45;66;34;46;68;71;54;43;39;70;55;79;14;78;30;67;40;68;99;21;8;14;60;40;43;29;75;49;31;48;91;33;23;82;98;17;57;58;34;8;39;4;13;16;19;39;7;68;29;29;82;24;10;10;1;97;38;93;92;27;74;39;43;72;12;37;41;94;86;44;83;92;77;84;96;25;45;45;80;14;25;49;12;9;53;21;60;9;59;85;43;40;82;55;18;91;64;99;55;65;24;19;64;94;75;27;33;21;78;2;26;28;47;95;41;11;59;29;18;16;77;83;64;65;49;78;95;70;63;68;22;9;53;21;82;95;90;64;40;12;17;68;100;14;13;8;82;90;74;68;2;100;64
